ID,month,B1_mean,B1_std,B1_min,B1_max,B1_median,B2_mean,B2_std,B2_min,B2_max,B2_median,B3_mean,B3_std,B3_min,B3_max,B3_median,B4_mean,B4_std,B4_min,B4_max,B4_median,B5_mean,B5_std,B5_min,B5_max,B5_median,B6_mean,B6_std,B6_min,B6_max,B6_median,B7_mean,B7_std,B7_min,B7_max,B7_median,B8_mean,B8_std,B8_min,B8_max,B8_median,B8A_mean,B8A_std,B8A_min,B8A_max,B8A_median,B9_mean,B9_std,B9_min,B9_max,B9_median,B11_mean,B11_std,B11_min,B11_max,B11_median,B12_mean,B12_std,B12_min,B12_max,B12_median,Crop,class
ID_tU8CXe_Jan,Jan,2669.8513,263.17743,2543.0,3915.0,2581.0,2407.7366,354.1915,2228.0,4353.0,2296.0,2272.3325,381.853,2049.0,4377.0,2159.0,2055.8896,476.6158,1807.0,4636.0,1904.0,2313.7317,436.5124,2022.0,4567.0,2204.0,3408.3384,369.34796,2979.0,5307.0,3335.0,3955.052,368.14218,3435.0,5816.0,3881.0,3771.25,366.1014,3036.0,5678.0,3710.0,4342.3735,379.54868,3703.0,6253.0,4284.0,1438.7509,80.45149,1361.0,1828.0,1420.0,3139.7432,526.47736,2499.0,5804.0,3029.0,2074.0393,535.5085,1652.0,4816.0,1930.0,Rubber,3
ID_F5tDRL_Jan,Jan,3353.4067,605.29755,2594.0,4926.0,3158.0,3246.2795,781.16174,2302.0,5827.0,3014.0,3189.7505,828.84503,2186.0,5916.0,2934.0,3186.4214,1005.50714,1900.0,6381.0,2885.0,3383.2942,927.4563,2223.0,6557.0,3098.0,4303.469,811.72296,3104.0,7135.0,4050.0,4826.7837,811.1596,3440.0,7591.0,4617.0,4607.5625,796.25476,3135.0,7282.0,4388.0,5222.957,826.3206,3612.0,7980.0,5023.0,1650.7981,207.38309,1387.0,2250.0,1602.0,4476.0015,962.51385,2867.0,7243.0,4159.0,3253.338,941.3255,1887.0,5900.0,2982.0,Rubber,3
ID_TD7su6_Jan,Jan,2674.5144,357.36053,2442.0,3736.0,2484.0,2440.7336,466.50217,2109.0,3913.0,2200.0,2287.9272,507.2902,1891.0,3898.0,2052.0,2107.929,617.47174,1675.0,4077.0,1802.0,2277.4155,591.05615,1733.0,4103.0,2037.0,3161.136,604.9003,2251.0,4807.0,3093.0,3602.353,662.25995,2481.0,5283.0,3579.0,3439.371,642.2971,2295.0,5043.0,3428.0,3876.053,727.39374,2589.0,5616.0,3893.0,1381.6317,115.31245,1220.0,1692.0,1364.0,2887.9753,826.78577,1799.0,5109.0,2737.0,2002.1937,671.2934,1352.0,4043.0,1766.0,Rubber,3
ID_Xh1pvu_Jan,Jan,2595.2087,146.88927,2447.0,2971.0,2544.0,2329.703,215.4744,2131.0,3235.0,2218.0,2188.5945,239.71524,1916.0,3154.0,2075.0,2004.1372,305.8409,1687.0,3217.0,1858.0,2219.1665,289.3748,1765.0,3290.0,2100.0,3255.9062,341.55893,2339.0,4197.0,3297.0,3757.0557,410.80945,2620.0,4674.0,3831.0,3574.4756,404.70584,2389.0,4443.0,3639.0,4073.3313,468.83704,2729.0,4964.0,4170.0,1394.5125,59.298824,1254.0,1504.0,1400.0,3028.9905,476.87756,1822.0,4306.0,2975.0,2016.1115,357.10455,1365.0,3164.0,1908.0,Rubber,3
ID_CmYl2G_Jan,Jan,2742.4114,207.21754,2592.0,3615.0,2650.0,2458.4802,276.0778,2273.0,3672.0,2342.0,2315.584,313.34476,2068.0,3664.0,2190.0,2105.2722,404.26495,1829.0,3810.0,1928.0,2302.4983,388.48016,1936.0,3870.0,2164.0,3359.491,401.59943,2703.0,4719.0,3295.0,3890.8608,449.87482,3050.0,5303.0,3851.0,3684.0295,436.71506,2826.0,5026.0,3644.0,4210.937,503.60294,3230.0,5669.0,4181.0,1430.3749,76.79619,1319.0,1722.0,1417.0,2935.594,613.68427,2104.0,5185.0,2819.0,2036.6136,577.68945,1487.0,4259.0,1847.0,Palm,2
ID_5GeXcl_Jan,Jan,2869.1135,436.55853,2483.0,4169.0,2630.0,2587.5945,526.71533,2153.0,4466.0,2272.0,2434.1372,587.14215,1948.0,4490.0,2087.0,2311.4075,723.55817,1719.0,4815.0,1882.0,2431.1912,710.57916,1822.0,4884.0,2040.0,3085.231,760.12866,2273.0,5502.0,2761.0,3434.3484,832.86176,2477.0,5968.0,3104.0,3183.8193,772.37683,2302.0,5631.0,2875.0,3648.6301,907.4924,2565.0,6339.0,3318.0,1389.0184,159.65549,1223.0,1917.0,1317.0,2825.1018,979.57074,1836.0,5785.0,2416.0,2162.4182,862.92206,1391.0,4930.0,1700.0,Rubber,3
ID_Yiu8Q1_Jan,Jan,2852.17,427.44357,2652.0,4534.0,2676.0,2543.16,490.7984,2313.0,4773.0,2365.0,2365.6316,559.2297,2096.0,4878.0,2164.0,2177.9492,706.18835,1854.0,5289.0,1918.0,2285.7278,697.91095,1927.0,5329.0,2025.0,3021.0845,730.83527,2465.0,6051.0,2717.0,3392.7979,807.48114,2735.0,6643.0,3043.0,3154.3242,734.78094,2522.0,6266.0,2831.0,3590.6802,893.782,2822.0,7063.0,3183.0,1353.0676,153.10892,1249.0,1934.0,1296.0,2504.6824,932.117,1890.0,6452.0,2108.0,1868.1726,815.02313,1430.0,5392.0,1555.0,Palm,2
ID_8mbQmt_Jan,Jan,2623.9019,104.047646,2564.0,3426.0,2598.0,2335.9526,152.69006,2238.0,3669.0,2304.0,2198.3674,161.53937,2068.0,3570.0,2169.0,1932.9016,198.77397,1795.0,3602.0,1888.0,2203.3914,181.53246,2022.0,3663.0,2168.0,3459.9639,218.96579,2913.0,4613.0,3446.0,4058.458,266.1139,3312.0,5125.0,4064.0,3868.323,270.51318,3113.0,4922.0,3866.0,4444.833,286.49176,3656.0,5510.0,4451.0,1426.7412,33.094757,1364.0,1643.0,1424.0,2984.052,260.42575,2559.0,4797.0,2918.0,1913.1173,234.4928,1643.0,3819.0,1852.0,Palm,2
ID_8F8ZPP_Jan,Jan,2449.0034,4.5976515,2437.0,2461.0,2450.0,2156.1504,11.459408,2120.0,2225.0,2156.0,1999.8505,23.3265,1945.0,2085.0,1996.0,1763.4191,29.582571,1692.0,1921.0,1760.0,1997.3649,43.412354,1895.0,2111.0,1996.0,2997.2864,132.89636,2691.0,3403.0,2981.0,3455.9417,183.28189,3025.0,3975.0,3438.0,3309.356,198.6523,2837.0,4252.0,3280.0,3761.7554,206.44937,3297.0,4403.0,3738.0,1363.3702,16.949282,1332.0,1400.0,1360.0,2685.5881,118.80612,2405.0,3065.0,2682.0,1743.03,67.602585,1586.0,2019.0,1738.0,Rubber,3
ID_MVJYXa_Jan,Jan,2456.3704,47.398094,2419.0,2881.0,2450.0,2180.9927,71.46492,2117.0,2866.0,2168.0,2008.0211,89.41551,1917.0,2778.0,1997.0,1779.9769,110.32135,1697.0,2736.0,1758.0,1931.6417,129.96544,1775.0,2745.0,1934.0,2794.454,309.81055,2325.0,3681.0,2856.0,3213.3042,414.33218,2573.0,4124.0,3292.0,3050.4778,423.38806,2363.0,4090.0,3113.0,3428.7317,502.85782,2657.0,4443.0,3533.0,1336.022,61.38874,1239.0,1490.0,1354.0,2354.6455,385.37292,1816.0,3531.0,2412.0,1619.5029,209.44653,1360.0,2715.0,1618.0,Rubber,3
ID_RedVm0_Jan,Jan,2882.2864,324.7823,2626.0,4308.0,2695.0,2605.4617,399.46286,2301.0,4292.0,2396.0,2468.2764,447.5236,2103.0,4319.0,2244.0,2305.9895,575.36816,1863.0,4638.0,2005.0,2477.863,547.7666,1987.0,4775.0,2225.0,3469.474,531.8543,2619.0,5438.0,3373.0,3997.1235,584.2747,2882.0,5929.0,3966.0,3774.649,564.5263,2627.0,5360.0,3745.0,4321.0254,647.7084,2975.0,6296.0,4308.0,1428.3826,99.164925,1274.0,1847.0,1405.0,3188.4414,808.4657,2144.0,5734.0,2945.0,2263.8027,745.1964,1534.0,4744.0,1932.0,Palm,2
ID_iUM0Ws_Jan,Jan,2698.0208,300.71497,2509.0,3731.0,2546.0,2428.6782,376.94513,2206.0,4114.0,2260.0,2289.7004,426.67178,2016.0,4174.0,2100.0,2114.097,533.4318,1797.0,4410.0,1874.0,2282.052,528.4028,1918.0,4437.0,2051.0,3081.8635,581.2535,2493.0,5186.0,2858.0,3477.1406,651.5021,2761.0,5680.0,3243.0,3260.451,615.5399,2532.0,5421.0,2983.0,3716.426,720.81134,2888.0,6049.0,3475.0,1390.2268,116.17285,1280.0,1764.0,1358.0,2735.885,814.0906,2000.0,5613.0,2421.0,1998.5529,719.0656,1470.0,4651.0,1678.0,Rubber,3
ID_9WxxHp_Jan,Jan,3001.8193,437.05493,2628.0,4527.0,2832.0,2750.5947,536.60065,2301.0,4614.0,2438.0,2629.0835,596.19965,2103.0,4696.0,2294.0,2508.632,759.34,1863.0,5092.0,2081.0,2670.9727,717.3791,2017.0,5153.0,2302.0,3641.7734,644.82495,2675.0,5748.0,3483.0,4170.513,673.6988,2932.0,6260.0,4056.0,3931.1216,637.40686,2728.0,5677.0,3843.0,4503.9287,722.05145,3105.0,6612.0,4426.0,1464.1315,127.30374,1283.0,1910.0,1417.0,3432.4937,959.4863,2180.0,5848.0,3088.0,2499.7024,913.24255,1563.0,4926.0,2016.0,Palm,2
ID_vp785H_Jan,Jan,2621.6877,91.617165,2560.0,3195.0,2580.0,2315.816,118.179955,2227.0,3278.0,2272.0,2137.7646,138.5302,2019.0,3274.0,2091.0,1907.5452,178.64122,1776.0,3359.0,1835.0,2056.3296,178.91074,1878.0,3272.0,2011.0,2907.4087,292.001,2435.0,4114.0,2880.0,3319.842,374.85327,2692.0,4612.0,3283.0,3128.4006,372.06857,2472.0,4357.0,3088.0,3536.465,444.5623,2803.0,4967.0,3497.0,1331.1165,48.68281,1250.0,1527.0,1329.0,2400.475,367.67865,1902.0,4079.0,2327.0,1703.7932,278.66486,1426.0,3502.0,1614.0,Rubber,3
ID_SSupeH_Jan,Jan,2868.243,297.8461,2635.0,4002.0,2729.0,2625.3286,402.90582,2325.0,4090.0,2431.0,2499.1973,444.38724,2140.0,4125.0,2292.0,2341.519,558.7481,1913.0,4320.0,2075.0,2531.6562,527.39343,2039.0,4451.0,2310.0,3525.7773,498.4971,2748.0,5165.0,3432.0,4033.8909,533.33234,3066.0,5616.0,3968.0,3827.236,512.6117,2841.0,5328.0,3760.0,4353.1475,571.5939,3279.0,5982.0,4298.0,1505.6436,89.2767,1363.0,1866.0,1494.0,3223.449,738.1564,2250.0,5488.0,3009.0,2270.4026,667.09985,1613.0,4445.0,2004.0,Rubber,3
ID_lIOupt_Jan,Jan,2789.673,317.67773,2565.0,4030.0,2623.0,2550.6182,429.9572,2234.0,4075.0,2333.0,2421.7832,462.08917,2035.0,4106.0,2199.0,2250.1472,567.2321,1804.0,4367.0,1960.0,2461.9155,527.20593,1953.0,4479.0,2222.0,3466.4863,497.1021,2639.0,5263.0,3289.0,3970.4915,524.3626,2956.0,5762.0,3803.0,3794.222,521.0797,2742.0,5514.0,3638.0,4304.186,550.0886,3157.0,6174.0,4163.0,1460.1807,105.10331,1305.0,1863.0,1418.0,3288.2737,637.86426,2213.0,5702.0,3053.0,2294.7747,645.4012,1548.0,4688.0,2008.0,Rubber,3
ID_bmsWvy_Jan,Jan,2658.3752,165.10248,2530.0,3114.0,2562.0,2393.457,233.36063,2213.0,3477.0,2271.0,2214.1934,254.97704,1996.0,3384.0,2094.0,1996.7655,304.589,1762.0,3417.0,1847.0,2147.2048,303.09872,1849.0,3428.0,2026.0,2930.4333,386.71753,2411.0,4172.0,2830.0,3319.251,456.55515,2664.0,4600.0,3198.0,3155.5159,454.22424,2487.0,4474.0,3029.0,3577.7065,526.975,2820.0,4964.0,3459.0,1318.9889,64.94627,1233.0,1495.0,1308.0,2548.2817,502.1697,1972.0,4057.0,2397.0,1778.4622,374.89194,1414.0,3200.0,1633.0,Rubber,3
ID_vSZHw5_Jan,Jan,3527.908,794.6794,2475.0,5062.0,3434.0,3480.3809,973.68835,2158.0,5431.0,3518.5,3393.2397,1084.5,1927.0,5615.0,3397.0,3444.8787,1320.5594,1704.0,6207.0,3389.5,3509.878,1298.2683,1755.0,6184.0,3429.0,4169.671,1349.7727,2194.0,6876.0,4134.5,4554.5522,1443.418,2388.0,7458.0,4486.0,4367.569,1373.5792,2241.0,7142.0,4337.5,4811.6436,1552.0406,2471.0,7928.0,4728.0,1618.3959,304.15387,1211.0,2226.0,1555.0,4077.0957,1635.0304,1770.0,7381.0,3922.0,3173.52,1377.7898,1362.0,5999.0,2957.0,Rubber,3
ID_DRL8kW_Jan,Jan,3222.0347,500.35333,2643.0,4742.0,3040.0,2988.6577,588.28705,2289.0,4978.0,2778.0,2876.7024,660.982,2082.0,5127.0,2646.0,2849.2517,818.4571,1866.0,5654.0,2563.0,2940.5266,811.2039,1955.0,5716.0,2654.0,3643.8354,829.58057,2544.0,6407.0,3432.0,4056.358,888.3332,2796.0,6963.0,3869.0,3786.373,816.83167,2534.0,6455.0,3628.0,4312.3916,955.42096,2913.0,7419.0,4129.0,1508.5952,187.12996,1280.0,2128.0,1446.0,3524.843,1035.1138,1997.0,6823.0,3261.0,2782.8025,905.5851,1504.0,5654.0,2523.0,Palm,2
ID_k0v65v_Jan,Jan,2981.8794,414.8783,2584.0,4581.0,2831.0,2685.8801,451.21262,2240.0,4661.0,2534.0,2516.574,508.93143,2014.0,4742.0,2352.0,2387.4275,620.81055,1791.0,5133.0,2181.0,2458.6694,615.5505,1849.0,5013.0,2267.0,3058.7537,662.37726,2307.0,5608.0,2878.0,3395.474,723.17645,2544.0,6115.0,3232.0,3155.4836,654.4341,2347.0,5674.0,3013.0,3577.576,786.49835,2615.0,6455.0,3394.0,1367.7605,140.02756,1212.0,1947.0,1327.0,2696.772,759.7915,1817.0,5490.0,2520.0,2126.754,647.30414,1384.0,4649.0,1966.0,Palm,2
ID_WESYGf_Jan,Jan,4267.083,631.4145,2917.0,5243.0,4364.0,4221.923,813.61414,2466.0,5607.0,4355.0,4239.041,898.7814,2283.0,5805.0,4392.0,4492.614,1104.6106,2079.0,6419.0,4674.0,4552.93,1069.2694,2176.0,6378.0,4725.0,5248.778,1041.1586,2760.0,7054.0,5430.0,5739.042,1084.3179,3069.0,7633.0,5926.0,5347.341,1061.2605,2853.0,7264.0,5517.0,6097.8115,1142.0314,3240.0,8083.0,6288.0,1844.5618,243.50366,1328.0,2241.0,1875.0,5170.8706,1219.1384,2312.0,7148.0,5435.0,4122.877,1053.0854,1787.0,5750.0,4328.0,Palm,2
ID_0hFkvN_Jan,Jan,2543.1123,92.68424,2483.0,3315.0,2517.0,2251.8262,101.83267,2166.0,3295.0,2225.0,2103.6921,121.897194,1972.0,3276.0,2075.0,1876.7324,161.35715,1743.0,3365.0,1834.0,2112.1826,165.33957,1873.0,3404.0,2093.0,3070.5095,244.75404,2451.0,4240.0,3088.0,3532.045,306.44467,2714.0,4758.0,3582.0,3350.08,302.82147,2520.0,4480.0,3400.0,3847.1392,363.62628,2835.0,5067.0,3907.0,1366.8558,45.14254,1253.0,1617.0,1372.0,2810.3137,336.17203,2022.0,4470.0,2846.0,1851.0542,241.10881,1448.0,3473.0,1836.0,Rubber,3
ID_aOqgPL_Jan,Jan,3447.1443,748.7226,2618.0,5058.0,3331.0,3320.1172,922.0824,2311.0,5343.0,3130.0,3273.79,1012.7493,2157.0,5513.0,3051.0,3287.43,1280.9473,1873.0,6058.0,2978.0,3457.8975,1194.9978,2098.0,6085.0,3161.0,4500.9233,975.60455,3100.0,6743.0,4204.0,5087.934,945.81494,3547.0,7315.0,4751.0,4823.457,883.49054,3296.0,6864.0,4546.0,5496.662,966.3859,3868.0,7720.0,5161.0,1651.6459,210.86197,1408.0,2164.0,1609.0,4446.5723,1309.1675,2747.0,6835.0,4198.0,3296.9363,1279.2842,1778.0,5604.0,3035.0,Palm,2
ID_KOQOQA_Jan,Jan,4450.442,817.63904,2599.0,5539.0,4632.0,4436.4185,1019.5094,2298.0,6065.0,4634.0,4510.9194,1102.2805,2184.0,6254.0,4724.0,4829.7715,1358.9247,1906.0,6998.0,5104.0,4944.929,1275.66,2210.0,6872.0,5203.0,5744.405,1093.7958,3381.0,7569.0,5919.0,6291.251,1078.1946,3922.0,8111.0,6465.0,5930.6943,1018.79016,3630.0,7817.0,6053.0,6723.417,1098.6891,4157.0,8616.0,6908.0,2027.3091,288.91815,1431.0,2468.0,2084.0,5919.529,1280.8013,2979.0,7827.0,6262.0,4613.81,1177.7372,1904.0,6225.0,4972.0,Rubber,3
ID_abekMT_Jan,Jan,2480.9436,19.740715,2455.0,2827.0,2478.0,2176.713,19.641191,2137.0,2324.0,2173.0,1964.2253,33.944942,1905.0,2105.0,1954.0,1739.198,34.198772,1674.0,1915.0,1730.0,1843.1783,83.31314,1741.0,2158.0,1814.0,2427.637,245.98419,2168.0,3267.0,2337.0,2696.3484,325.31088,2337.0,3782.0,2574.0,2544.2583,323.2122,2193.0,4003.0,2427.0,2830.7483,396.2988,2439.0,4115.0,2678.0,1243.3379,44.102924,1206.0,1369.0,1223.0,1969.486,275.81067,1717.0,2905.0,1855.0,1441.3552,123.01298,1324.0,1895.0,1396.0,Rubber,3
ID_M2DJNc_Jan,Jan,2589.2112,10.43552,2578.0,2642.0,2586.0,2277.8875,20.170135,2229.0,2459.0,2275.0,2093.7412,41.2943,2014.0,2263.0,2091.0,1842.0123,40.272743,1777.0,2061.0,1834.0,2006.7274,92.69985,1846.0,2270.0,1997.0,2874.6785,342.8162,2343.0,3787.0,2823.0,3299.6643,470.18646,2568.0,4529.0,3227.0,3117.802,474.41617,2345.0,4398.0,3033.0,3543.9634,569.0504,2672.0,4950.0,3442.0,1314.729,58.452293,1225.0,1426.0,1306.0,2397.9905,363.74695,1824.0,3321.0,2348.0,1638.582,169.58667,1388.0,2227.0,1609.0,Rubber,3
ID_2iGgzO_Jan,Jan,2451.6248,26.030382,2421.0,2534.0,2446.0,2155.4824,45.557198,2089.0,2500.0,2146.0,1985.223,64.733284,1880.0,2379.0,1978.0,1749.7874,86.085495,1645.0,2221.0,1727.0,1945.3337,111.11881,1749.0,2327.0,1946.0,2908.0012,275.88248,2328.0,3591.0,2965.0,3359.3318,376.27118,2607.0,4455.0,3418.0,3192.5764,381.60175,2415.0,4380.0,3249.0,3617.7485,455.27124,2715.0,4868.0,3698.0,1330.597,46.437927,1233.0,1402.0,1345.0,2494.5613,376.70416,1806.0,3486.0,2545.0,1661.7047,209.45723,1344.0,2395.0,1655.0,Rubber,3
ID_SZNrmO_Jan,Jan,2791.9119,248.16269,2632.0,4104.0,2681.0,2517.1958,328.03262,2301.0,4170.0,2379.0,2359.5464,366.54706,2107.0,4176.0,2209.0,2165.079,466.95523,1876.0,4407.0,1964.0,2312.022,441.44702,1962.0,4450.0,2147.0,3223.334,421.63733,2578.0,5107.0,3157.0,3699.7131,464.51993,2893.0,5631.0,3658.0,3495.9385,453.44186,2700.0,5338.0,3456.0,3980.735,515.8352,3012.0,6003.0,3957.0,1375.5782,75.24539,1261.0,1759.0,1367.0,2854.9507,650.2497,2076.0,5642.0,2736.0,2004.065,579.7239,1519.0,4712.0,1806.0,Rubber,3
ID_LxL7g8_Jan,Jan,3948.2917,482.195,2739.0,4587.0,4079.0,3869.236,639.6961,2354.0,4882.0,4041.0,3867.0454,710.63135,2166.0,4988.0,4049.0,4060.5076,886.74243,1934.0,5434.0,4280.0,4142.8716,853.4239,2033.0,5393.0,4365.0,4892.8022,846.94464,2665.0,6127.0,5080.0,5393.93,895.16205,2969.0,6728.0,5577.0,5040.8647,860.3707,2772.0,6403.0,5212.0,5764.4097,955.83234,3116.0,7240.0,5975.0,1737.5656,174.24078,1305.0,1971.0,1770.0,5129.612,1158.8413,2098.0,7076.0,5274.0,4111.3984,1003.1782,1587.0,5837.0,4252.0,Rubber,3
ID_aZQJK3_Jan,Jan,2645.7866,104.72178,2548.0,3095.0,2625.0,2363.4448,157.17867,2223.0,3268.0,2299.0,2230.9573,172.35265,2054.0,3213.0,2169.0,1994.8193,216.99742,1799.0,3226.0,1916.0,2249.719,201.33592,1990.0,3383.0,2190.0,3398.3296,218.97446,2856.0,4225.0,3388.0,3951.8193,252.90085,3271.0,4770.0,3960.0,3759.7017,258.0993,2961.0,4575.0,3768.0,4318.081,273.8598,3526.0,5173.0,4326.0,1417.5605,33.17768,1332.0,1533.0,1416.0,3036.2515,270.182,2391.0,4286.0,3006.0,2016.8047,254.96637,1614.0,3399.0,1961.0,Rubber,3
ID_QbYj7g_Jan,Jan,2953.592,265.39285,2597.0,3499.0,2952.0,2724.0818,370.12305,2271.0,3749.0,2655.0,2594.487,418.52396,2039.0,3729.0,2523.0,2480.614,527.3546,1818.0,3918.0,2388.0,2618.0042,517.1088,1890.0,3951.0,2551.0,3507.444,547.34644,2449.0,4741.0,3509.0,3986.8855,599.02826,2730.0,5268.0,4022.0,3770.521,583.402,2531.0,4975.0,3824.0,4278.178,660.5265,2844.0,5598.0,4349.0,1468.183,99.33214,1270.0,1650.0,1487.0,3359.1343,820.23456,1960.0,5210.0,3366.0,2481.507,713.133,1444.0,4264.0,2394.0,Palm,2
ID_9CHKck_Jan,Jan,3230.438,641.4734,2602.0,5222.0,2974.0,3075.751,812.30164,2292.0,5510.0,2726.0,2962.018,904.0585,2073.0,5607.0,2575.0,2900.428,1103.1501,1839.0,6061.0,2411.0,2978.6133,1074.5516,1898.0,6117.0,2535.0,3694.3633,1104.2661,2402.0,6728.0,3448.0,4088.683,1178.3868,2609.0,7175.0,3911.0,3905.1487,1142.0309,2444.0,6974.0,3726.0,4346.0273,1264.0347,2734.0,7592.0,4195.0,1503.2441,233.8131,1242.0,2253.0,1444.0,3588.7998,1389.8547,1950.0,6810.0,3301.0,2685.0195,1145.8223,1460.0,5349.0,2243.0,Rubber,3
ID_Bm3VTW_Jan,Jan,3320.5745,483.51312,2508.0,4460.0,3315.0,3150.3433,616.2158,2202.0,4588.0,3111.0,3100.7644,671.47394,2009.0,4717.0,3060.0,3142.5176,823.3959,1776.0,5132.0,3087.0,3310.774,772.6431,1975.0,5240.0,3254.0,4187.3345,710.5237,2780.0,5915.0,4122.0,4687.7114,727.9652,3149.0,6457.0,4638.0,4421.218,683.508,2852.0,6051.0,4352.0,5052.99,756.0816,3399.0,6873.0,5000.0,1613.9043,156.48384,1341.0,1990.0,1599.0,4461.6553,913.70764,2389.0,6502.0,4369.0,3387.5693,922.7055,1618.0,5410.0,3322.0,Rubber,3
ID_xMZz4v_Jan,Jan,2603.5598,129.73314,2505.0,3200.0,2558.0,2318.241,169.55109,2183.0,3398.0,2269.0,2168.1626,194.32751,1982.0,3347.0,2113.0,1951.6548,244.22806,1741.0,3417.0,1884.0,2150.263,239.32378,1843.0,3389.0,2102.0,3143.3518,385.2046,2396.0,4304.0,3115.0,3658.2695,543.39307,2628.0,4868.0,3577.0,3479.596,537.511,2399.0,4852.0,3409.0,3975.4595,629.93634,2765.0,5386.0,3903.0,1372.0812,72.731125,1244.0,1547.0,1359.0,2922.1895,483.4271,2049.0,4471.0,2910.0,1916.7281,322.0541,1433.0,3374.0,1857.0,Rubber,3
ID_bi25qY_Jan,Jan,2570.7578,19.90065,2534.0,2608.0,2574.0,2285.5413,34.762676,2213.0,2456.0,2287.0,2121.9497,59.411285,2011.0,2318.0,2128.0,1918.5767,78.11541,1800.0,2270.0,1910.0,2095.7654,125.19979,1875.0,2374.0,2118.0,2894.5564,307.92737,2354.0,3559.0,3011.0,3281.0442,404.7352,2553.0,4178.0,3441.0,3140.354,410.48395,2323.0,4152.0,3294.0,3528.6777,493.70325,2628.0,4544.0,3730.0,1403.9177,72.065735,1278.0,1500.0,1440.0,2682.5298,454.2612,1926.0,3612.0,2790.0,1839.6335,251.36458,1441.0,2520.0,1858.0,Rubber,3
ID_T4HaP6_Jan,Jan,2948.7026,677.8817,2499.0,5402.0,2590.0,2659.3342,752.0872,2181.0,5679.0,2297.0,2556.6506,839.0267,2003.0,5845.0,2147.0,2451.5278,1043.0211,1748.0,6504.0,1933.5,2661.4644,994.5773,1954.0,6574.0,2169.0,3681.3184,902.3091,2894.0,7278.0,3276.0,4213.999,922.5455,3246.0,7853.0,3808.0,3965.7761,826.4563,2980.0,7291.0,3632.5,4570.3857,971.7651,3443.0,8296.0,4150.0,1503.1168,209.49669,1357.0,2342.0,1398.0,3560.931,1094.3351,2563.0,7478.0,3009.0,2484.546,1031.9506,1678.0,5954.0,1940.0,Rubber,3
ID_wReGjO_Jan,Jan,2630.99,212.4029,2504.0,3579.0,2535.0,2351.1692,281.63608,2184.0,3956.0,2243.0,2208.2517,303.311,1989.0,3948.0,2101.0,1992.8927,374.33444,1745.0,4136.0,1850.0,2230.8032,342.43277,1912.0,4120.0,2122.0,3269.787,321.28357,2589.0,4845.0,3218.0,3781.5867,349.0014,2908.0,5342.0,3765.0,3607.0093,344.67096,2710.0,5126.0,3598.0,4146.7715,377.0938,3094.0,5705.0,4135.0,1386.7886,60.241978,1287.0,1606.0,1376.0,3031.178,443.7059,2183.0,5070.0,2957.0,2000.4775,408.46658,1477.0,4072.0,1882.0,Rubber,3
ID_tKRoWo_Jan,Jan,2484.3967,24.11907,2455.0,2576.0,2478.0,2184.778,32.34238,2133.0,2446.0,2181.0,2005.0996,53.035923,1912.0,2289.0,2005.0,1762.1672,49.598186,1683.0,2102.0,1762.0,1946.9377,106.34497,1764.0,2231.0,1961.0,2856.3137,350.2371,2143.0,3660.0,2886.0,3282.3726,471.9458,2310.0,4426.0,3309.0,3119.5251,474.82892,2164.0,4443.0,3155.0,3532.2256,565.68243,2386.0,4885.0,3585.0,1322.88,62.42849,1218.0,1408.0,1334.0,2442.6616,388.61084,1832.0,3234.0,2523.0,1632.0361,170.92474,1368.0,2048.0,1663.0,Rubber,3
ID_wR1peh_Jan,Jan,2485.7385,19.905313,2461.0,2754.0,2481.0,2183.4768,31.538988,2140.0,2721.0,2178.0,1976.4652,45.085304,1911.0,2478.0,1963.0,1750.6593,45.39244,1674.0,2264.0,1739.0,1869.0481,97.55659,1741.0,2479.0,1832.0,2498.7644,281.6328,2168.0,3474.0,2387.0,2789.1533,374.51907,2337.0,4178.0,2634.0,2637.1885,375.98434,2193.0,4349.0,2489.0,2943.669,456.26172,2439.0,4552.0,2751.0,1255.6829,49.677364,1206.0,1390.0,1233.0,2056.602,333.9762,1722.0,3123.0,1901.0,1480.8254,151.52911,1324.0,1994.0,1414.0,Rubber,3
ID_nuIE1l_Jan,Jan,2452.2979,16.030287,2435.0,2594.0,2448.0,2171.5923,28.776054,2128.0,2499.0,2167.0,2027.8612,43.094482,1949.0,2420.0,2019.0,1785.2715,79.76611,1703.0,2466.0,1768.0,1978.2489,96.65821,1760.0,2571.0,1986.0,2978.4246,420.1828,1919.0,3691.0,3073.0,3463.7422,575.21216,2001.0,4495.0,3590.0,3289.1794,593.9458,1986.0,4317.0,3413.5,3743.6445,688.10754,2003.0,4876.0,3903.0,1330.0222,45.47506,1240.0,1415.0,1341.0,2407.766,367.8477,1589.0,3800.0,2490.0,1615.2601,205.09769,1293.0,2998.0,1611.0,Rubber,3
